"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2013,"Kajiado","Aromatic Plants","Bulb Onions",162,1671,"77.6"
2013,"Kisii","Aromatic Plants","Bulb Onions",108,2108,"86.9"
2013,"West Pokot","Aromatic Plants","Bulb Onions",160,2350,"56.8"
2013,"Mandera","Aromatic Plants","Bulb Onions",172,2278,"65.8"
2013,"Laikipia","Aromatic Plants","Bulb Onions",85,923,"29.9"
2013,"Siaya","Aromatic Plants","Bulb Onions",33,438,"24.4"
2013,"Nyandarua","Aromatic Plants","Bulb Onions",198,2896,"45.8"
2013,"Machakos","Aromatic Plants","Bulb Onions",148,828,"48.9"
2013,"Others","Aromatic Plants","Bulb Onions",1515,17140,"578"
2013,"Lamu","Aromatic Plants","African Birds Eye Chili",115,1150,"63.3"
2013,"Meru","Aromatic Plants","African Birds Eye Chili",NA,NA,NA
2013,"Kilifi","Aromatic Plants","African Birds Eye Chili",32,125,"4.3"
2013,"Kwale","Aromatic Plants","African Birds Eye Chili",7,50,"2.5"
2013,"Makueni","Aromatic Plants","African Birds Eye Chili",11,55,"3.5"
2013,"Others","Aromatic Plants","African Birds Eye Chili",37,88,"4.1"
2013,"Makueni","Aromatic Plants","Long Cayenne",15,195,"10.1"
2013,"Tana River","Aromatic Plants","Long Cayenne",NA,NA,NA
2013,"Elgeyo Marakwet","Aromatic Plants","Long Cayenne",10,55,"0.6"
2013,"Kwale","Aromatic Plants","Long Cayenne",5,33,"0.7"
2013,"Garissa","Aromatic Plants","Long Cayenne",28,63,"3.9"
2013,"Laikipia","Aromatic Plants","Long Cayenne",24,112,"3.4"
2013,"Others","Aromatic Plants","Long Cayenne",198,1437,"31.4"
2013,"Meru","Aromatic Plants","Bullet Chillies",3,9,"0.4"
2013,"Migori","Aromatic Plants","Bullet Chillies",12,84,"1.6"
2013,"Makueni","Aromatic Plants","Bullet Chillies",9,43,"2.6"
2013,"Bomet","Aromatic Plants","Bullet Chillies",3,13,"0.4"
2013,"Homa Bay","Aromatic Plants","Bullet Chillies",2,2,"0.1"
2013,"Tharaka Nithi","Aromatic Plants","Bullet Chillies",2,36,"1.4"
2013,"Others","Aromatic Plants","Bullet Chillies",37,166,"4.2"
2013,"Kiambu","Aromatic Plants","Coriander",95,2629,"55.9"
2013,"Kisii","Aromatic Plants","Coriander",7,38,"1.5"
2013,"Nakuru","Aromatic Plants","Coriander",17,39,"1.4"
2013,"Murang'a","Aromatic Plants","Coriander",10,45,"2.9"
2013,"Narok","Aromatic Plants","Coriander",12,84,"8.4"
2013,"Meru","Aromatic Plants","Coriander",3,13,"0.8"
2013,"Others","Aromatic Plants","Coriander",116,1,"14.2"
2013,"Meru","Aromatic Plants","Garlic",55,825,"82.5"
2013,"Bomet","Aromatic Plants","Garlic",8,180,"27.1"
2013,"Narok","Aromatic Plants","Garlic",6,54,"10.8"
2013,"Nakuru","Aromatic Plants","Garlic",1,6,"0.3"
2013,"Kakamega","Aromatic Plants","Garlic",1,1,"0.1"
2013,"Others","Aromatic Plants","Garlic",1,7,"1.1"
2013,"Taita Taveta","Aromatic Plants","Leeks",29,465,"32.9"
2013,"Nakuru","Aromatic Plants","Leeks",0,1,"0"
2013,"Kiambu","Aromatic Plants","Leeks",10,193,"4.9"
2013,"Meru","Aromatic Plants","Leeks",8,32,"1"
2013,"Others","Aromatic Plants","Leeks",22,0,"4"
2013,"Kilifi","Aromatic Plants","Moringa",40,NA,NA
2013,"Kisumu","Aromatic Plants","Moringa",2,2,"0.4"
2013,"Homa Bay","Aromatic Plants","Moringa",0.5,0.2,"0.1"
2013,"Kakamega","Aromatic Plants","Moringa",0.5,1,"0.06"
2013,"Vihiga","Aromatic Plants","Moringa",2,2,"0.03"
2013,"Others","Aromatic Plants","Moringa",3.5,5.5,"0.32"
2013,"Meru","Fruits","Bananas",6493,307013,"3422"
2013,"Kirinyaga","Fruits","Bananas",3627,209601,"2289"
2013,"Embu","Fruits","Bananas",3363,164374,"1647"
2013,"Bungoma","Fruits","Bananas",3413,65166,"1231"
2013,"Taita Taveta","Fruits","Bananas",2569,130155,"364"
2013,"Taita Taveta","Fruits","Bananas",NA,NA,NA
2013,"Kisii","Fruits","Bananas",3795,85022,"1151"
2013,"Murang'a","Fruits","Bananas",5820,99737,"1123"
2013,"Tharaka Nithi","Fruits","Bananas",2138,75920,"964"
2013,"Kakamega","Fruits","Bananas",2579,34254,"946"
2013,"Nyamira","Fruits","Bananas",1431,28066,"630"
2013,"Others","Fruits","Bananas",15491,238258,"3984"
2013,"Makueni","Fruits","Mangoes",10237,44482,"398"
2013,"Kwale","Fruits","Mangoes",2636,52574,"525"
2013,"Kilifi","Fruits","Mangoes",6634,116080,"1152"
2013,"Machakos","Fruits","Mangoes",5133,51546,"624"
2013,"Nyeri","Fruits","Mangoes",1925,50239,"883"
2013,"Embu","Fruits","Mangoes",2944,111480,"780"
2013,"Meru","Fruits","Mangoes",4135,48432,"484"
2013,"Bungoma","Fruits","Mangoes",1166,23151,"297"
2013,"Tharaka Nithi","Fruits","Mangoes",1111,15984,"242"
2013,"Elgeyo Marakwet","Fruits","Mangoes",518,11806,"135"
2013,"Others","Fruits","Mangoes",7579,119055,"2149"
2013,"Embu","Fruits","Purple Passion Fruits",72,2108,"148"
2013,"Kwale","Fruits","Purple Passion Fruits",306,3441,"103"
2013,"Elgeyo Marakwet","Fruits","Purple Passion Fruits",418,6005,"173"
2013,"Nyeri","Fruits","Purple Passion Fruits",280,1680,"101"
2013,"Uasin Gishu","Fruits","Purple Passion Fruits",222,3190,"120"
2013,"Laikipia","Fruits","Purple Passion Fruits",40,33,"3"
2013,"Others","Fruits","Purple Passion Fruits",1442,13978,"559"
2013,"Kwale","Fruits","Yellow Passion Fruits",306,3441,"103.2"
2013,"Kilifi","Fruits","Yellow Passion Fruits",148,1667,"73.8"
2013,"Lamu","Fruits","Yellow Passion Fruits",206,3097,"46.7"
2013,"Nyamira","Fruits","Avocadoes",460,10172,"263"
2013,"Bungoma","Fruits","Avocadoes",2058,20476,"669.9"
2013,"Murang'a","Fruits","Avocadoes",1344,28095,"243"
2013,"Kisii","Fruits","Avocadoes",924,15766,"240"
2013,"Kiambu","Fruits","Avocadoes",639,13706,"212"
2013,"Kirinyaga","Fruits","Avocadoes",261,8912,"135"
2013,"Nyeri","Fruits","Avocadoes",219,3925,"49"
2013,"Embu","Fruits","Avocadoes",229,7645,"61"
2013,"Meru","Fruits","Avocadoes",528,4478,"46"
2013,"Makueni","Fruits","Avocadoes",210,1456,"56"
2013,"Others","Fruits","Avocadoes",4567,63168,"1774"
2013,"Bungoma","Fruits","Pawpaws",946,23438,"839.3"
2013,"Nyeri","Fruits","Pawpaws",3800,41800,"418"
2013,"Tharaka Nithi","Fruits","Pawpaws",732,13672,"311.9"
2013,"Kwale","Fruits","Pawpaws",532,8326,"124.9"
2013,"Makueni","Fruits","Pawpaws",405,8720,"114.7"
2013,"Others","Fruits","Pawpaws",5266,64215,"1440"
2013,"Kwale","Fruits","Oranges",1500,28398,"668"
2013,"Kilifi","Fruits","Oranges",1008,12567,"208.1"
2013,"Makueni","Fruits","Oranges",416,2073,"415.6"
2013,"Nyeri","Fruits","Oranges",390,5818,"116.5"
2013,"Machakos","Fruits","Oranges",1543,6145,"85.6"
2013,"Murang'a","Fruits","Oranges",342,2759,"62.5"
2013,"Kilifi","Fruits","Lemons",214,2904,"335.1"
2013,"Kwale","Fruits","Lemons",65,1075,"16"
2013,"Nyeri","Fruits","Lemons",42,336,"20.2"
2013,"Migori","Fruits","Lemons",48,480,"15"
2013,"Elgeyo Marakwet","Fruits","Lemons",76,1034,"15.8"
2013,"Siaya","Fruits","Lemons",55,524,"20.5"
2013,"Embu","Fruits","Lemons",16,608,"9.1"
2013,"Others","Fruits","Lemons",634,3642,"71"
2013,"Nyeri","Fruits","Limes",108,1296,"38.9"
2013,"Kwale","Fruits","Limes",41,722,"10.8"
2013,"Tana River","Fruits","Limes",149,1377,"20.7"
2013,"Meru","Fruits","Limes",NA,NA,NA
2013,"Kilifi","Fruits","Limes",121,1665,"25.8"
2013,"Makueni","Fruits","Limes",24,131,"1.5"
2013,"Taita Taveta","Fruits","Limes",17,268,"2"
2013,"Others","Fruits","Limes",178,2123,"42"
2013,"Kwale","Fruits","Grape Fruits",32,560,"5.6"
2013,"Kilifi","Fruits","Grape Fruits",85,1182,"9.6"
2013,"Nyeri","Fruits","Grape Fruits",196,1952,"19.6"
2013,"Meru","Fruits","Grape Fruits",NA,NA,NA
2013,"Elgeyo Marakwet","Fruits","Grape Fruits",2,31,"2.5"
2013,"Taita Taveta","Fruits","Grape Fruits",8,90,"0"
2013,"Others","Fruits","Grape Fruits",3,45,"0.6"
2013,"Nyeri","Fruits","Tangerines",156,18602,"297.7"
2013,"Kilifi","Fruits","Tangerines",386,4929,"76.3"
2013,"Kwale","Fruits","Tangerines",100,1819,"36.4"
2013,"Makueni","Fruits","Tangerines",120,615,"17.7"
2013,"Meru","Fruits","Tangerines",12,93,"2.1"
2013,"Others","Fruits","Tangerines",259,3908,"112"
2013,"Meru","Fruits","Peaches",NA,NA,NA
2013,"Kiambu","Fruits","Peaches",22,262,"6.2"
2013,"Nyandarua","Fruits","Peaches",7,104,"1"
2013,"Narok","Fruits","Peaches",3,15,"0.3"
2013,"Baringo","Fruits","Peaches",18,24,"0.72"
2013,"Busia","Fruits","Peaches",5,30,"0.6"
2013,"Nyeri","Fruits","Peaches",1,2,"0"
2013,"Others","Fruits","Peaches",2,10,"0.3"
2013,"Taita Taveta","Fruits","Strawberries",40,526,"58"
2013,"Kiambu","Fruits","Strawberries",26,392,"57.1"
2013,"Meru","Fruits","Strawberries",NA,NA,NA
2013,"Nakuru","Fruits","Strawberries",NA,NA,NA
2013,"Murang'a","Fruits","Strawberries",1,NA,"0.2"
2013,"Kirinyaga","Fruits","Strawberries",1,3,"0.2"
2013,"Nyandarua","Fruits","Tree Tomatoes",87,1089,"24.5"
2013,"Meru","Fruits","Tree Tomatoes",82,515,"16.1"
2013,"Nakuru","Fruits","Tree Tomatoes",135,957,"28.1"
2013,"Laikipia","Fruits","Tree Tomatoes",24,300,"11.8"
2013,"Kiambu","Fruits","Tree Tomatoes",52,345,"18.7"
2013,"Tharaka Nithi","Fruits","Tree Tomatoes",57,566,"15.7"
2013,"Elgeyo Marakwet","Fruits","Tree Tomatoes",15,155,"1.1"
2013,"Embu","Fruits","Tree Tomatoes",22,140,"6.3"
2013,"Nyeri","Fruits","White Sapote",26,228,"4.8"
2013,"Meru","Fruits","White Sapote",2,18,"0.84"
2013,"Nakuru","Fruits","White Sapote",1,16,"0.78"
2013,"Elgeyo Marakwet","Fruits","White Sapote",3,16,"0.79"
2013,"Kakamega","Fruits","White Sapote",4,24,"0.43"
2013,"Others","Fruits","White Sapote",30,139,"3.76"
2013,"Meru","Fruits","Guavas",3,20,"4"
2013,"Mandera","Fruits","Guavas",17,267,"7.64"
2013,"Kisii","Fruits","Guavas",77,704,"11.57"
2013,"Migori","Fruits","Guavas",33,165,"2"
2013,"Siaya","Fruits","Guavas",516,2660,"3.2"
2013,"Kakamega","Fruits","Guavas",30,91,"1.82"
2013,"Kisumu","Fruits","Guavas",11,70,"2.7"
2013,"Homa Bay","Fruits","Guavas",125,340,"2.3"
2013,"Nyamira","Fruits","Guavas",73,1774,"43.85"
2013,"Vihiga","Fruits","Guavas",51,752,"1.52"
2013,"Others","Fruits","Guavas",120,817,"6.02"
2013,"Murang'a","Fruits","Pineapples",6000,312000,"6240"
2013,"Kericho","Fruits","Pineapples",2030,60580,"920"
2013,"Kiambu","Fruits","Pineapples",378,8070,"433"
2013,"Homa Bay","Fruits","Pineapples",1312,19605,"492"
2013,"Bungoma","Fruits","Pineapples",287,5684,"187"
2013,"Machakos","Fruits","Pineapples",350,1500,"150"
2013,"Nyeri","Fruits","Pineapples",318,1878,"110"
2013,"Meru","Fruits","Pineapples",104,1417,"37"
2013,"Kisii","Fruits","Pineapples",135,3191,"79"
2013,"Nandi","Fruits","Pineapples",82,1757,"53"
2013,"Others","Fruits","Pineapples",1483,46226,"228"
2013,"Makueni","Fruits","Melons",284,16112,"319"
2013,"Tana River","Fruits","Melons",243,7487,"224.6"
2013,"Kilifi","Fruits","Melons",437,14738,"135.3"
2013,"Migori","Fruits","Melons",365,6565,"143.1"
2013,"Kwale","Fruits","Melons",15,385,"11.5"
2013,"Meru","Fruits","Melons",86,3944,"83.1"
2013,"Homa Bay","Fruits","Melons",147,2615,"60.8"
2013,"Elgeyo Marakwet","Fruits","Melons",75,1695,"28.9"
2013,"Kajiado","Fruits","Melons",37,279,"12.8"
2013,"Kitui","Fruits","Melons",66,882,"35"
2013,"Others","Fruits","Melons",1905,29673,"1105"
2013,"Meru","Fruits","Pears",NA,NA,NA
2013,"Kiambu","Fruits","Pears",22,262,"6.2"
2013,"Nyandarua","Fruits","Pears",7,104,"1"
2013,"Narok","Fruits","Pears",3,15,"0.3"
2013,"Baringo","Fruits","Pears",18,24,"0.72"
2013,"Others","Fruits","Pears",8,42,"0.9"
2013,"Baringo","Fruits","Apples",14,83,"1.27"
2013,"Kiambu","Fruits","Apples",13,74,"6.11"
2013,"Meru","Fruits","Apples",NA,NA,NA
2013,"Nyandarua","Fruits","Apples",9,107,"1.9 7"
2013,"Nakuru","Fruits","Apples",6,72,"4.1"
2013,"Uasin Gishu","Fruits","Apples",6,26,"1.22"
2013,"Narok","Fruits","Apples",4,7,"0.34"
2013,"Kiambu","Fruits","Plums",38,444,"18.81"
2013,"Nyandarua","Fruits","Plums",70,1109,"12.55"
2013,"Meru","Fruits","Plums",8,80,"1.2"
2013,"Nakuru","Fruits","Plums",24,286,"2.9"
2013,"Nyeri","Fruits","Plums",12,64,"1.76"
2013,"Others","Fruits","Plums",43,125,"4.09"
2013,"Meru","Fruits","Loquats",13,55,"1.77"
2013,"Kisii","Fruits","Loquats",55,420,"5.27"
2013,"Makueni","Fruits","Loquats",38,70,"4"
2013,"Kiambu","Fruits","Loquats",5,30,"0.6"
2013,"Nandi","Fruits","Loquats",4,7,"0.89"
2013,"Others","Fruits","Loquats",55,297,"5.69"
2013,"Kwale","Fruits","Grapes",32,560,"5.6"
2013,"Nyeri","Fruits","Grapes",196,1952,"19.6"
2013,"Meru","Fruits","Grapes",NA,NA,NA
2013,"Kilifi","Fruits","Grapes",85,1182,"9.6"
2013,"Elgeyo Marakwet","Fruits","Grapes",2,31,"2.46"
2013,"Others","Fruits","Grapes",11,135,"0.69"
2014,"Nyandarua","Exotic Vegetables","Potatoes",30070,386440,"4972.1"
2014,"Elgeyo Marakwet","Exotic Vegetables","Potatoes",18019,302306,"4426.1"
2014,"Meru","Exotic Vegetables","Potatoes",11503,148991,"3663.5"
2014,"Nakuru","Exotic Vegetables","Potatoes",17991,323842,"2616.8"
2014,"Kiambu","Exotic Vegetables","Potatoes",12582,116155,"2005"
2014,"Bomet","Exotic Vegetables","Potatoes",2899,64420,"1288.4"
2014,"Nyeri","Exotic Vegetables","Potatoes",7821,61143,"1140"
2014,"Narok","Exotic Vegetables","Potatoes",8807,53965,"774.9"
2014,"Bungoma","Exotic Vegetables","Potatoes",8640,172800,"3456"
2014,"Murang'a","Exotic Vegetables","Potatoes",6429,35059,"723.6"
2014,"Baringo","Exotic Vegetables","Potatoes",2043,33246,"483.4"
2014,"Uasin Gishu","Exotic Vegetables","Potatoes",1212,18016,"348.9"
2014,"Others","Exotic Vegetables","Potatoes",3185,40717,"807"
2014,"Kajiado","Exotic Vegetables","Tomatoes",1680,47368,"1624"
2014,"Bungoma","Exotic Vegetables","Tomatoes",1700,50399,"1611"
2014,"Kirinyaga","Exotic Vegetables","Tomatoes",1648,48560,"1156"
2014,"Makueni","Exotic Vegetables","Tomatoes",558,21096,"857"
2014,"Kiambu","Exotic Vegetables","Tomatoes",964,18029,"812"
2014,"Trans Nzoia","Exotic Vegetables","Tomatoes",628,14848,"416"
2014,"Machakos","Exotic Vegetables","Tomatoes",447,6189,"356"
2014,"Kisii","Exotic Vegetables","Tomatoes",937,16664,"351"
2014,"Nakuru","Exotic Vegetables","Tomatoes",633,17511,"347"
2014,"Kisumu","Exotic Vegetables","Tomatoes",1477,16720,"328"
2014,"Others","Exotic Vegetables","Tomatoes",13402,142820,"3945"
2014,"Meru","Exotic Vegetables","Snow Peas",773,11990,"451.9"
2014,"Nyandarua","Exotic Vegetables","Snow Peas",342,2470,"276.1"
2014,"Laikipia","Exotic Vegetables","Snow Peas",189,793,"56"
2014,"Taita Taveta","Exotic Vegetables","Snow Peas",60,600,"23.7"
2014,"Kiambu","Exotic Vegetables","Snow Peas",124,1012,"21"
2014,"Narok","Exotic Vegetables","Snow Peas",40,160,"14.4"
2014,"Baringo","Exotic Vegetables","Snow Peas",17,109,"10.9"
2014,"Nyeri","Exotic Vegetables","Snow Peas",11,52,"3.3"
2014,"Trans Nzoia","Exotic Vegetables","Snow Peas",16,76,"3.1"
2014,"Nakuru","Exotic Vegetables","Snow Peas",7,41,"2.3"
2014,"Others","Exotic Vegetables","Snow Peas",26,60,"3"
2014,"Kirinyaga","Exotic Vegetables","French Beans",1536,47440,"2372.81"
2014,"Murang'a","Exotic Vegetables","French Beans",847,34690,"1268.1"
2014,"Meru","Exotic Vegetables","French Beans",407,17030,"681.33"
2014,"Machakos","Exotic Vegetables","French Beans",398,11139,"433.15"
2014,"Narok","Exotic Vegetables","French Beans",120,900,"54"
2014,"Kiambu","Exotic Vegetables","French Beans",191,3749,"47"
2014,"Taita Taveta","Exotic Vegetables","French Beans",58,1245,"43.74"
2014,"Embu","Exotic Vegetables","French Beans",35,490,"26.03"
2014,"Nyeri","Exotic Vegetables","French Beans",143,525,"16.36"
2014,"Bomet","Exotic Vegetables","French Beans",54,240,"13.68"
2014,"Makueni","Exotic Vegetables","French Beans",97,421,"13.68"
2014,"Kajiado","Exotic Vegetables","French Beans",81,863,"13.09"
2014,"Others","Exotic Vegetables","French Beans",605,3934,"55"
2014,"Meru","Exotic Vegetables","Sugar Snaps",450,4090,"203.6"
2014,"Trans Nzoia","Exotic Vegetables","Sugar Snaps",1563,8448,"170.52"
2014,"Taita Taveta","Exotic Vegetables","Sugar Snaps",612,3947,"91.73"
2014,"Uasin Gishu","Exotic Vegetables","Sugar Snaps",14,196,"13.72"
2014,"Narok","Exotic Vegetables","Sugar Snaps",10,40,"3.8"
2014,"Elgeyo Marakwet","Exotic Vegetables","Sugar Snaps",12,60,"3"
2014,"Laikipia","Exotic Vegetables","Sugar Snaps",16,64,"1.92"
2014,"Nyeri","Exotic Vegetables","Sugar Snaps",6,22,"1.08"
2014,"Others","Exotic Vegetables","Sugar Snaps",1,0,"0"
2014,"Kiambu","Exotic Vegetables","Spinach",1120,12457,"202.18"
2014,"Meru","Exotic Vegetables","Spinach",251,6425,"133.73"
2014,"Taita Taveta","Exotic Vegetables","Spinach",74,3293,"81.3"
2014,"Nyandarua","Exotic Vegetables","Spinach",565,10782,"69.65"
2014,"Laikipia","Exotic Vegetables","Spinach",105,2275,"55.64"
2014,"Nakuru","Exotic Vegetables","Spinach",359,4730,"46.84"
2014,"Makueni","Exotic Vegetables","Spinach",117,1114,"31.9"
2014,"Bungoma","Exotic Vegetables","Spinach",269,1415,"25.86"
2014,"Uasin Gishu","Exotic Vegetables","Spinach",56,856,"21.05"
2014,"Homa Bay","Exotic Vegetables","Spinach",39,420,"19.63"
2014,"Others","Exotic Vegetables","Spinach",2050,19050,"190"
2014,"Meru","Exotic Vegetables","Runner Beans",160,1600,"160"
2014,"Nyandarua","Exotic Vegetables","Runner Beans",213,208,"6"
2014,"Migori","Exotic Vegetables","Runner Beans",20,125,"6"
2014,"Nyeri","Exotic Vegetables","Runner Beans",4,8,"1"
2014,"Busia","Exotic Vegetables","Runner Beans",4,30,"1"
2014,"Samburu","Exotic Vegetables","Runner Beans",1,2,"0"
2014,"Others","Exotic Vegetables","Runner Beans",2,0,"0"
2014,"Meru","Exotic Vegetables","Cabbages",1958,97560,"1096"
2014,"Nyandarua","Exotic Vegetables","Cabbages",2326,63420,"658"
2014,"Kiambu","Exotic Vegetables","Cabbages",1830,47735,"515"
2014,"Bungoma","Exotic Vegetables","Cabbages",1298,36379,"395"
2014,"Kisii","Exotic Vegetables","Cabbages",988,26971,"307"
2014,"Bomet","Exotic Vegetables","Cabbages",809,23865,"274"
2014,"Nakuru","Exotic Vegetables","Cabbages",1213,39159,"242"
2014,"Narok","Exotic Vegetables","Cabbages",366,14073,"183"
2014,"Elgeyo Marakwet","Exotic Vegetables","Cabbages",972,16262,"175"
2014,"Uasin Gishu","Exotic Vegetables","Cabbages",336,14788,"146"
2014,"Others","Exotic Vegetables","Cabbages",3222,62357,"940"
2014,"Kiambu","Exotic Vegetables","Kales",5772,38963,"1128"
2014,"Kisii","Exotic Vegetables","Kales",1990,41700,"439"
2014,"Nyeri","Exotic Vegetables","Kales",867,22901,"384"
2014,"Nyamira","Exotic Vegetables","Kales",848,13679,"195"
2014,"Nandi","Exotic Vegetables","Kales",581,9348,"192"
2014,"Bungoma","Exotic Vegetables","Kales",1603,30363,"182"
2014,"Narok","Exotic Vegetables","Kales",588,10356,"181"
2014,"Uasin Gishu","Exotic Vegetables","Kales",314,12800,"178"
2014,"Kakamega","Exotic Vegetables","Kales",1040,7404,"176"
2014,"Elgeyo Marakwet","Exotic Vegetables","Kales",844,10563,"149"
2014,"Others","Exotic Vegetables","Kales",9975,150560,"1640"
2014,"Nyandarua","Exotic Vegetables","Garden Peas",5746,16346,"346"
2014,"Nakuru","Exotic Vegetables","Garden Peas",1672,10104,"224"
2014,"Meru","Exotic Vegetables","Garden Peas",442,4850,"154"
2014,"Uasin Gishu","Exotic Vegetables","Garden Peas",95,1088,"46"
2014,"Laikipia","Exotic Vegetables","Garden Peas",1875,4000,"43"
2014,"Bungoma","Exotic Vegetables","Garden Peas",35,700,"42"
2014,"Kiambu","Exotic Vegetables","Garden Peas",72,1078,"33"
2014,"Kericho","Exotic Vegetables","Garden Peas",34,163,"33"
2014,"Baringo","Exotic Vegetables","Garden Peas",58,453,"27"
2014,"Taita Taveta","Exotic Vegetables","Garden Peas",43,1073,"14"
2014,"Others","Exotic Vegetables","Garden Peas",484,3119,"59"
2014,"Kiambu","Exotic Vegetables","Carrots",676,18983,"500"
2014,"Migori","Exotic Vegetables","Carrots",954,11175,"453"
2014,"Meru","Exotic Vegetables","Carrots",1054,8681,"162"
2014,"Nyandarua","Exotic Vegetables","Carrots",519,13027,"152"
2014,"Siaya","Exotic Vegetables","Carrots",321,4720,"150"
2014,"Kisii","Exotic Vegetables","Carrots",159,3893,"89"
2014,"Nyeri","Exotic Vegetables","Carrots",161,3283,"77"
2014,"Nakuru","Exotic Vegetables","Carrots",520,8964,"66"
2014,"Bungoma","Exotic Vegetables","Carrots",22,513,"58"
2014,"Homa Bay","Exotic Vegetables","Carrots",125,802,"48"
2014,"Others","Exotic Vegetables","Carrots",993,15803,"197"
2014,"Kiambu","Exotic Vegetables","Courgettes",279,2589,"60"
2014,"Taita Taveta","Exotic Vegetables","Courgettes",95,1397,"44"
2014,"Machakos","Exotic Vegetables","Courgettes",40,275,"10"
2014,"Murang'a","Exotic Vegetables","Courgettes",76,295,"8"
2014,"Nakuru","Exotic Vegetables","Courgettes",12,143,"6"
2014,"Kirinyaga","Exotic Vegetables","Courgettes",12,202,"5"
2014,"Kajiado","Exotic Vegetables","Courgettes",8,60,"4"
2014,"Embu","Exotic Vegetables","Courgettes",6,204,"3"
2014,"Others","Exotic Vegetables","Courgettes",20,113,"3"
2014,"Kiambu","Exotic Vegetables","Sweet Pepper",196,1191,"72.74"
2014,"Makueni","Exotic Vegetables","Sweet Pepper",70,1129,"49.63"
2014,"Tana River","Exotic Vegetables","Sweet Pepper",57,1329,"33.23"
2014,"Embu","Exotic Vegetables","Sweet Pepper",27,1162.4,"29.05"
2014,"Kisumu","Exotic Vegetables","Sweet Pepper",65,487.5,"19.59"
2014,"Machakos","Exotic Vegetables","Sweet Pepper",65,758,"19.52"
2014,"Others","Exotic Vegetables","Sweet Pepper",1518.75,5816.96,"101.19"
2014,"Meru","Exotic Vegetables","Broccoli",82,1068,"61.4"
2014,"Kiambu","Exotic Vegetables","Broccoli",34,655,"23.8"
2014,"Homa Bay","Exotic Vegetables","Broccoli",28,375,"9.4"
2014,"Embu","Exotic Vegetables","Broccoli",65,300,"7.8"
2014,"Migori","Exotic Vegetables","Broccoli",10,150,"3.75"
2014,"Siaya","Exotic Vegetables","Broccoli",13,59,"2.1"
2014,"Others","Exotic Vegetables","Broccoli",8,16,"0.3"
2014,"Kirinyaga","Exotic Vegetables","Butternut Pumpkins",136,6125,"91"
2014,"Elgeyo Marakwet","Exotic Vegetables","Butternut Pumpkins",26,1054,"19"
2014,"Meru","Exotic Vegetables","Butternut Pumpkins",67,1110,"19"
2014,"Embu","Exotic Vegetables","Butternut Pumpkins",25,1105,"14"
2014,"Siaya","Exotic Vegetables","Butternut Pumpkins",28,404,"12"
2014,"Homa Bay","Exotic Vegetables","Butternut Pumpkins",100,664,"9"
2014,"Murang'a","Exotic Vegetables","Butternut Pumpkins",61,368,"9"
2014,"Others","Exotic Vegetables","Butternut Pumpkins",187,2316,"51"
2014,"Makueni","Exotic Vegetables","Baby Corns",307,2276,"47"
2014,"Laikipia","Exotic Vegetables","Baby Corns",39,570,"20"
2014,"Kirinyaga","Exotic Vegetables","Baby Corns",107,1067,"16"
2014,"Machakos","Exotic Vegetables","Baby Corns",60,600,"12"
2014,"Others","Exotic Vegetables","Baby Corns",54,271,"15"
2014,"Kiambu","Exotic Vegetables","Lettuce",56,662,"24"
2014,"Taita Taveta","Exotic Vegetables","Lettuce",21,717,"17"
2014,"Nyeri","Exotic Vegetables","Lettuce",2,23,"0"
2014,"Vihiga","Exotic Vegetables","Lettuce",1,1,"0"
2014,"Kakamega","Exotic Vegetables","Lettuce",1,1,"0"
2014,"Others","Exotic Vegetables","Lettuce",4,0,"1"
2014,"Kiambu","Exotic Vegetables","Cauliflowers",63,3247.5,"62"
2014,"Kakamega","Exotic Vegetables","Cauliflowers",1,10,"0.2"
2014,"Taita Taveta","Exotic Vegetables","Cauliflowers",15.7,386.3,"1.3"
2014,"Kiambu","Exotic Vegetables","Beetroots",13.3,70,"5.4"
2014,"Nakuru","Exotic Vegetables","Beetroots",15.3,122.1,"4.9"
2014,"Nandi","Exotic Vegetables","Beetroots",1,20,"2"
2014,"Turkana","Exotic Vegetables","Beetroots",0.2,2,"0.2"
2014,"Elgeyo Marakwet","Exotic Vegetables","Beetroots",0.7,0.1,"0.01"
2014,"Trans Nzoia","Exotic Vegetables","Beetroots",1,2,"0.1"
2014,"Murang'a","Exotic Vegetables","Cucumbers",62,409,"10.2"
2014,"Nyeri","Exotic Vegetables","Cucumbers",25,111,"6.1"
2014,"Kiambu","Exotic Vegetables","Cucumbers",12,102,"2.7"
2014,"Kajiado","Exotic Vegetables","Cucumbers",5,100,"2"
2014,"Machakos","Exotic Vegetables","Cucumbers",10,80,"1.6"
2014,"Kwale","Exotic Vegetables","Cucumbers",4,69,"1.4"
2014,"Siaya","Exotic Vegetables","Cucumbers",4,14,"0.7"
2014,"Embu","Exotic Vegetables","Cucumbers",6,7,"0.6"
2014,"Meru","Exotic Vegetables","Cucumbers",3,18,"0.5"
2014,"Others","Exotic Vegetables","Cucumbers",31,639,"1"
2014,"Migori","African Leafy Vegetables","Grain Amaranth",74,616,"30.3"
2014,"Siaya","African Leafy Vegetables","Grain Amaranth",73,615,"16.1"
2014,"Homa Bay","African Leafy Vegetables","Grain Amaranth",16,121,"7.3"
2014,"Kakamega","African Leafy Vegetables","Grain Amaranth",114,107,"2.9"
