"year","county","crop_category","crop_type","area_in_ha","volume_in_mt","value_in_million_ksh"
2017,"Kwale","Fruits","Pineapples",35,432,"139540000"
2017,"Busia","Fruits","Pineapples",69,1890,"73430000"
2017,"Bomet","Fruits","Pineapples",64,2200,"64000000"
2017,"Nandi","Fruits","Pineapples",99,2268,"53918000"
2017,"Kisii","Fruits","Pineapples",63,1390,"52000000"
2017,"Siaya","Fruits","Pineapples",54,1032,"37280000"
2017,"Tharaka Nithi","Fruits","Pineapples",60,1030,"30900000"
2017,"Others","Fruits","Pineapples",239,3023,"100752592"
2017,"Kiambu","Fruits","Plums",44,450,"13100000"
2017,"Nyandarua","Fruits","Plums",65,911,"6474900"
2017,"Narok","Fruits","Plums",28,260,"6100000"
2017,"Nakuru","Fruits","Plums",54,515,"5752000"
2017,"Taita Taveta","Fruits","Plums",5,59,"1590000"
2017,"Baringo","Fruits","Plums",12,30,"1500000"
2017,"Elgeyo Marakwet","Fruits","Plums",10,26,"932000"
2017,"Murang'a","Fruits","Plums",10,14,"774510"
2017,"Trans Nzoia","Fruits","Plums",2,10,"490000"
2017,"Uasin Gishu","Fruits","Plums",2,6,"220000"
2017,"West Pokot","Fruits","Plums",1,1,"15000"
2017,"Bomet","African Leafy Vegetables","Pumpkin Fruits",153,3060,"63900000"
2017,"Kirinyaga","African Leafy Vegetables","Pumpkin Fruits",79,1904,"60490000"
2017,"Siaya","African Leafy Vegetables","Pumpkin Fruits",40,1300,"58000000"
2017,"Baringo","African Leafy Vegetables","Pumpkin Fruits",68,2260,"49885000"
2017,"Migori","African Leafy Vegetables","Pumpkin Fruits",77,1878,"44451000"
2017,"Kakamega","African Leafy Vegetables","Pumpkin Fruits",55,1119,"35435500"
2017,"Meru","African Leafy Vegetables","Pumpkin Fruits",65,812,"22992500"
2017,"Bungoma","African Leafy Vegetables","Pumpkin Fruits",54,906,"19005000"
2017,"Homabay","African Leafy Vegetables","Pumpkin Fruits",108,937,"18795000"
2017,"Elgeyo Marakwet","African Leafy Vegetables","Pumpkin Fruits",40,760,"18738000"
2017,"Kisii","African Leafy Vegetables","Pumpkin Fruits",60,649,"16000000"
2017,"Murang'a","African Leafy Vegetables","Pumpkin Fruits",81,401,"15727000"
2017,"Machakos","African Leafy Vegetables","Pumpkin Fruits",68,408,"14520000"
2017,"Taita Taveta","African Leafy Vegetables","Pumpkin Fruits",18,420,"13800000"
2017,"Kericho","African Leafy Vegetables","Pumpkin Fruits",36,360,"13349000"
2017,"Kitui","African Leafy Vegetables","Pumpkin Fruits",74,480,"13300000"
2017,"Others","African Leafy Vegetables","Pumpkin Fruits",320,3045,"97292191"
2017,"Kisii","African Leafy Vegetables","Pumpkin Leaves",148,1920,"46004000"
2017,"Bungoma","African Leafy Vegetables","Pumpkin Leaves",57,543,"11690000"
2017,"Kakamega","African Leafy Vegetables","Pumpkin Leaves",25,441,"9240000"
2017,"Kisumu","African Leafy Vegetables","Pumpkin Leaves",32,250,"8240000"
2017,"Migori","African Leafy Vegetables","Pumpkin Leaves",98,514,"7660000"
2017,"Nyamira","African Leafy Vegetables","Pumpkin Leaves",52,402,"7426000"
2017,"Siaya","African Leafy Vegetables","Pumpkin Leaves",40,340,"7400000"
2017,"Meru","African Leafy Vegetables","Pumpkin Leaves",43,228,"5874000"
2017,"Homabay","African Leafy Vegetables","Pumpkin Leaves",28,192,"5760000"
2017,"Machakos","African Leafy Vegetables","Pumpkin Leaves",46,132,"4741200"
2017,"Embu","African Leafy Vegetables","Pumpkin Leaves",39,329,"4040000"
2017,"Nairobi","African Leafy Vegetables","Pumpkin Leaves",23,230,"3400000"
2017,"Kirinyaga","African Leafy Vegetables","Pumpkin Leaves",13,106,"3060000"
2017,"Kiambu","African Leafy Vegetables","Pumpkin Leaves",5,100,"3000000"
2017,"Busia","African Leafy Vegetables","Pumpkin Leaves",31,107,"2812000"
2017,"Elgeyo Marakwet","African Leafy Vegetables","Pumpkin Leaves",25,99,"2750000"
2017,"Vihiga","African Leafy Vegetables","Pumpkin Leaves",20,92,"2040000"
2017,"Nandi","African Leafy Vegetables","Pumpkin Leaves",13,66,"1730000"
2017,"Baringo","African Leafy Vegetables","Pumpkin Leaves",20,88,"1672500"
2017,"West Pokot","African Leafy Vegetables","Pumpkin Leaves",5,74,"1585000"
2017,"Nakuru","African Leafy Vegetables","Pumpkin Leaves",13,100,"1557000"
2017,"Kwale","African Leafy Vegetables","Pumpkin Leaves",15,78,"1520000"
2017,"Others","African Leafy Vegetables","Pumpkin Leaves",34,117,"2822700"
2017,"Elgeyo Marakwet","Fruits","Purple Passion Fruits",381,4672,"206600000"
2017,"Uasin Gishu","Fruits","Purple Passion Fruits",128,1132,"60076000"
2017,"Kirinyaga","Fruits","Purple Passion Fruits",75,1112,"53120000"
2017,"Embu","Fruits","Purple Passion Fruits",60,934,"52700000"
2017,"Baringo","Fruits","Purple Passion Fruits",88,1114,"49020000"
2017,"Kiambu","Fruits","Purple Passion Fruits",55,743,"43212000"
2017,"Meru","Fruits","Purple Passion Fruits",100,806,"42890000"
2017,"Kitui","Fruits","Purple Passion Fruits",24,66,"42000000"
2017,"Machakos","Fruits","Purple Passion Fruits",108,620,"41950000"
2017,"Narok","Fruits","Purple Passion Fruits",92,848,"41130000"
2017,"Bomet","Fruits","Purple Passion Fruits",134,484,"29040000"
2017,"Nyamira","Fruits","Purple Passion Fruits",62,616,"28580200"
2017,"Trans Nzoia","Fruits","Purple Passion Fruits",41,380,"22690000"
2017,"Kericho","Fruits","Purple Passion Fruits",28,435,"22270750"
2017,"Siaya","Fruits","Purple Passion Fruits",52,392,"21792000"
2017,"Others","Fruits","Purple Passion Fruits",670,3207,"163641367"
2017,"Homabay","Aromatic Plants","Rosemary",80,480,"22680000"
2017,"Narok","Aromatic Plants","Rosemary",33,710,"21100000"
2017,"Kajiado","Aromatic Plants","Rosemary",147,1800,"9600650"
2017,"Nairobi","Aromatic Plants","Rosemary",1,5,"4100000"
2017,"Kiambu","Aromatic Plants","Rosemary",6,33,"2545200"
2017,"Kakamega","Aromatic Plants","Rosemary",6,43,"2105000"
2017,"West Pokot","Aromatic Plants","Rosemary",6,90,"1890000"
2017,"Trans Nzoia","Aromatic Plants","Rosemary",4,20,"1300000"
2017,"Embu","Aromatic Plants","Rosemary",4,17,"550000"
2017,"Bomet","Aromatic Plants","Rosemary",3,13,"420000"
2017,"Nakuru","Aromatic Plants","Rosemary",5,3,"345000"
2017,"Kisii","Aromatic Plants","Rosemary",1,6,"293721"
2017,"Nyeri","Aromatic Plants","Rosemary",0,1,"167180"
2017,"Vihiga","Aromatic Plants","Rosemary",1,1,"40000"
2017,"Meru","Exotic Vegetables","Runner Beans",650,4754,"368400000"
2017,"Nakuru","Exotic Vegetables","Runner Beans",30,180,"20400000"
2017,"Bomet","Exotic Vegetables","Runner Beans",58,295,"12556200"
2017,"Vihiga","Exotic Vegetables","Runner Beans",13,40,"1600000"
2017,"Elgeyo Marakwet","Exotic Vegetables","Runner Beans",3,14,"817500"
2017,"Uasin Gishu","Exotic Vegetables","Runner Beans",1,4,"158000"
2017,"Machakos","Exotic Vegetables","Runner Beans",2,11,"40000"
2017,"Nairobi","Exotic Vegetables","Runner Beans",0,2,"74000"
2017,"Nyeri","Exotic Vegetables","Snap Peas",230,2045,"90345200"
2017,"Nakuru","Exotic Vegetables","Snap Peas",61,324,"16750000"
2017,"Narok","Exotic Vegetables","Snap Peas",32,165,"12500000"
2017,"Laikipia","Exotic Vegetables","Snap Peas",21,175,"10500000"
2017,"Nyandarua","Exotic Vegetables","Snap Peas",25,116,"6100000"
2017,"Meru","Exotic Vegetables","Snap Peas",8,59,"3950000"
2017,"Elgeyo Marakwet","Exotic Vegetables","Snap Peas",12,58,"3100000"
2017,"Trans Nzoia","Exotic Vegetables","Snap Peas",6,42,"1750000"
2017,"Murang'a","Exotic Vegetables","Snap Peas",1,4,"175000"
2017,"Meru","Exotic Vegetables","Snow Peas",1205,8513,"598540977"
2017,"Nyeri","Exotic Vegetables","Snow Peas",227,1940,"153848746"
2017,"Nyandarua","Exotic Vegetables","Snow Peas",430,2580,"129000000"
2017,"Laikipia","Exotic Vegetables","Snow Peas",15,280,"21600000"
2017,"Trans Nzoia","Exotic Vegetables","Snow Peas",54,378,"16020000"
2017,"Narok","Exotic Vegetables","Snow Peas",50,250,"15900000"
2017,"Taita Taveta","Exotic Vegetables","Snow Peas",14,275,"11450000"
2017,"Kiambu","Exotic Vegetables","Snow Peas",14,120,"8100000"
2017,"Nakuru","Exotic Vegetables","Snow Peas",7,66,"4500000"
2017,"Kajiado","Exotic Vegetables","Snow Peas",12,60,"3050125"
2017,"Murang'a","Exotic Vegetables","Snow Peas",5,34,"2990000"
2017,"Bungoma","Exotic Vegetables","Snow Peas",2,30,"1200000"
2017,"Makueni","Exotic Vegetables","Snow Peas",2,40,"800000"
2017,"Elgeyo Marakwet","Exotic Vegetables","Snow Peas",11,62,"560000"
2017,"Kisii","African Leafy Vegetables","Spider Plants (Sagaa)",545,4651,"235824525"
2017,"Nyamira","African Leafy Vegetables","Spider Plants (Sagaa)",680,6396,"200778000"
2017,"Homabay","African Leafy Vegetables","Spider Plants (Sagaa)",523,2513,"105937763"
2017,"Bungoma","African Leafy Vegetables","Spider Plants (Sagaa)",134,1758,"68860000"
2017,"Kisumu","African Leafy Vegetables","Spider Plants (Sagaa)",189,1845,"130802687"
2017,"Migori","African Leafy Vegetables","Spider Plants (Sagaa)",238,1586,"50384200"
2017,"Kiambu","African Leafy Vegetables","Spider Plants (Sagaa)",101,1162,"32330000"
2017,"Kakamega","African Leafy Vegetables","Spider Plants (Sagaa)",219,750,"30952500"
2017,"Bomet","African Leafy Vegetables","Spider Plants (Sagaa)",39,395,"28400000"
2017,"Busia","African Leafy Vegetables","Spider Plants (Sagaa)",108,307,"21765000"
2017,"Siaya","African Leafy Vegetables","Spider Plants (Sagaa)",93,420,"16650000"
2017,"Kericho","African Leafy Vegetables","Spider Plants (Sagaa)",46,270,"13334000"
2017,"Nandi","African Leafy Vegetables","Spider Plants (Sagaa)",47,264,"9960000"
2017,"Vihiga","African Leafy Vegetables","Spider Plants (Sagaa)",34,160,"8763333"
2017,"Baringo","African Leafy Vegetables","Spider Plants (Sagaa)",54,259,"7764000"
2017,"Uasin Gishu","African Leafy Vegetables","Spider Plants (Sagaa)",41,329,"7055000"
2017,"Others","African Leafy Vegetables","Spider Plants (Sagaa)",195,990,"24354137"
2017,"Narok","Exotic Vegetables","Spinach",746,39843,"415180000"
2017,"Kiambu","Exotic Vegetables","Spinach",842,16778,"359956000"
2017,"Nakuru","Exotic Vegetables","Spinach",1504,17830,"245219999"
2017,"Machakos","Exotic Vegetables","Spinach",388,4216,"152950000"
2017,"Meru","Exotic Vegetables","Spinach",282,6753,"142222012"
2017,"Kajiado","Exotic Vegetables","Spinach",361,5287,"93282150"
2017,"Nyeri","Exotic Vegetables","Spinach",257,5192,"88339948"
2017,"Nyandarua","Exotic Vegetables","Spinach",731,9639,"85922000"
2017,"Embu","Exotic Vegetables","Spinach",65,2600,"63000000"
2017,"Trans Nzoia","Exotic Vegetables","Spinach",190,2955,"59100000"
2017,"Taita Taveta","Exotic Vegetables","Spinach",56,2467,"57296196"
2017,"Makueni","Exotic Vegetables","Spinach",183,1390,"35680000"
2017,"Kisumu","Exotic Vegetables","Spinach",53,2218,"33740000"
2017,"Murang'a","Exotic Vegetables","Spinach",190,1754,"30535450"
2017,"Kitui","Exotic Vegetables","Spinach",72,1426,"30484375"
2017,"Elgeyo Marakwet","Exotic Vegetables","Spinach",128,1460,"24471465"
2017,"Kirinyaga","Exotic Vegetables","Spinach",174,1167,"23520000"
2017,"Others","Exotic Vegetables","Spinach",755,6756,"168090400"
2017,"Nakuru","Aromatic Plants","Spring Onions",212,2045,"72577000"
2017,"Narok","Aromatic Plants","Spring Onions",254,3020,"66800002"
2017,"Elgeyo Marakwet","Aromatic Plants","Spring Onions",163,1495,"59797500"
2017,"Bungoma","Aromatic Plants","Spring Onions",166,2439,"51030000"
2017,"Meru","Aromatic Plants","Spring Onions",143,1879,"39432500"
2017,"Homabay","Aromatic Plants","Spring Onions",147,1094,"36915000"
2017,"Nyamira","Aromatic Plants","Spring Onions",123,1506,"27028000"
2017,"Kisii","Aromatic Plants","Spring Onions",159,1818,"25920134"
2017,"Nandi","Aromatic Plants","Spring Onions",125,1169,"24241352"
2017,"Nyandarua","Aromatic Plants","Spring Onions",39,585,"23405000"
2017,"Kiambu","Aromatic Plants","Spring Onions",84,461,"14624000"
2017,"Kirinyaga","Aromatic Plants","Spring Onions",15,300,"12000000"
2017,"Embu","Aromatic Plants","Spring Onions",39,530,"11100000"
2017,"Vihiga","Aromatic Plants","Spring Onions",31,213,"10490000"
2017,"Kericho","Aromatic Plants","Spring Onions",39,344,"9683600"
2017,"Migori","Aromatic Plants","Spring Onions",40,272,"9368008"
2017,"Baringo","Aromatic Plants","Spring Onions",72,454,"9048571"
2017,"Others","Aromatic Plants","Spring Onions",409,2207,"49893467"
2017,"Kiambu","Fruits","Strawberries",28,355,"58240000"
2017,"Nakuru","Fruits","Strawberries",4,20,"1800000"
2017,"Murang'a","Fruits","Strawberries",3,13,"1700000"
2017,"Embu","Fruits","Strawberries",3,13,"1300000"
2017,"Narok","Fruits","Strawberries",2,9,"1070000"
2017,"Nyeri","Fruits","Strawberries",2,10,"1027888"
2017,"Nairobi","Fruits","Strawberries",1,6,"714480"
2017,"Uasin Gishu","Fruits","Strawberries",0,1,"106000"
2017,"Kwale","Fruits","Tangerines",720,9840,"250640000"
2017,"Makueni","Fruits","Tangerines",128,645,"20223000"
2017,"Kilifi","Fruits","Tangerines",270,1475,"12973000"
2017,"Elgeyo Marakwet","Fruits","Tangerines",22,136,"2722379"
2017,"Embu","Fruits","Tangerines",15,248,"2648333"
2017,"Taita Taveta","Fruits","Tangerines",17,109,"2260000"
2017,"Meru","Fruits","Tangerines",28,91,"1991000"
2017,"Mombasa","Fruits","Tangerines",10,60,"1500000"
2017,"Kiambu","Fruits","Tangerines",3,36,"1110000"
2017,"Bungoma","Fruits","Tangerines",2,21,"805000"
2017,"Machakos","Fruits","Tangerines",9,45,"800000"
2017,"Kajiado","Fruits","Tangerines",7,10,"400000"
2017,"Others","Fruits","Tangerines",17,59,"1889000"
2017,"Kajiado","Exotic Vegetables","Tomatoes",2157,55156,"2097687000"
2017,"Narok","Exotic Vegetables","Tomatoes",2277,54220,"1700200000"
2017,"Kirinyaga","Exotic Vegetables","Tomatoes",2245,46594,"1081130000"
2017,"Machakos","Exotic Vegetables","Tomatoes",2453,39255,"1029775000"
2017,"Makueni","Exotic Vegetables","Tomatoes",573,22590,"910600000"
2017,"Trans Nzoia","Exotic Vegetables","Tomatoes",758,21257,"678210000"
2017,"Kisii","Exotic Vegetables","Tomatoes",1236,18730,"648818483"
2017,"Meru","Exotic Vegetables","Tomatoes",1237,15371,"592615018"
2017,"Kisumu","Exotic Vegetables","Tomatoes",663,16341,"542320000"
2017,"Bungoma","Exotic Vegetables","Tomatoes",551,10111,"461710000"
2017,"Siaya","Exotic Vegetables","Tomatoes",741,10674,"442675000"
2017,"Murang'a","Exotic Vegetables","Tomatoes",1307,11680,"416513500"
2017,"Nakuru","Exotic Vegetables","Tomatoes",998,18255,"407705000"
2017,"Laikipia","Exotic Vegetables","Tomatoes",321,10999,"376500000"
2017,"Kwale","Exotic Vegetables","Tomatoes",458,8589,"368023000"
2017,"Kiambu","Exotic Vegetables","Tomatoes",544,7099,"270033750"
2017,"Homabay","Exotic Vegetables","Tomatoes",1151,7998,"264202150"
2017,"Migori","Exotic Vegetables","Tomatoes",1094,5385,"215400000"
2017,"Others","Exotic Vegetables","Tomatoes",8532,129162,"2695341323"
2017,"Kiambu","Fruits","Tree Tomatoes",148,2673,"150136200"
2017,"Narok","Fruits","Tree Tomatoes",102,2028,"70305005"
2017,"Kirinyaga","Fruits","Tree Tomatoes",48,756,"44400000"
2017,"Nakuru","Fruits","Tree Tomatoes",131,1075,"39633571"
2017,"Nyandarua","Fruits","Tree Tomatoes",95,612,"29190000"
2017,"Laikipia","Fruits","Tree Tomatoes",30,328,"13620000"
2017,"Meru","Fruits","Tree Tomatoes",24,354,"13281000"
2017,"Elgeyo Marakwet","Fruits","Tree Tomatoes",81,603,"12079800"
2017,"Tharaka Nithi","Fruits","Tree Tomatoes",12,168,"9890000"
2017,"Nyeri","Fruits","Tree Tomatoes",21,138,"8242484"
2017,"Bomet","Fruits","Tree Tomatoes",10,200,"8000000"
2017,"Murang'a","Fruits","Tree Tomatoes",44,136,"7971500"
2017,"Baringo","Fruits","Tree Tomatoes",47,230,"7796735"
2017,"Makueni","Fruits","Tree Tomatoes",10,200,"4000000"
2017,"Nandi","Fruits","Tree Tomatoes",6,69,"3881000"
